"proposed_use","status_date","permit_number","proposed_occupancy","data_loaded_at","description","primary_address_flag","revised_cost","street_name","supervisor_district","street_suffix","lot","filed_date","issued_date","plansets","block","application_submission_method","point_source","data_as_of","neighborhoods_analysis_boundaries","existing_occupancy","permit_type_definition","last_permit_activity_date","permit_type","permit_creation_date","zipcode","record_id","adu","estimated_cost","street_number","existing_use","location","status"
"1 family dwelling","2023-08-31T10:12:26.000","202308315683","R-3","2023-09-02T04:14:29.000","demo exploratory. prep for sheetrock repair","Y","2000","Seacliff","1","Av","013A","2023-08-31T10:12:26.000","","2","1301","in-house","parcel_centroid","2023-09-01T23:55:00.000","Seacliff","R-3","otc alterations permit","2023-09-01T12:46:37.000","8","2023-08-31T00:00:00.000","94121","167730095716","N","2000","10","1 family dwelling","{""coordinates"":[-122.484881628,37.789159164],""type"":""Point""}","filed"
"office","2023-08-31T08:47:39.000","202308315665","B","2023-09-02T04:14:29.000","rev to pa# 2023-0814-4326: to add drinking fountain to scope of work  ref arch pa# 2023-0814-4326","Y","0","Harrison","6","St","005","2023-08-31T08:47:39.000","","2","3744","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B","otc alterations permit","2023-08-31T09:49:58.000","8","2023-08-31T00:00:00.000","94105","1677283249323","N","5000","2","office","{""coordinates"":[-122.389757399,37.789803297],""type"":""Point""}","filed"
"2 family dwelling","2023-08-31T10:12:22.000","202308315682","R-3","2023-09-02T04:14:29.000","replace (6) street facing windows top floor: (e) alum (n) wood clad no size change <.30 max","Y","0","Caselli","8","Av","040","2023-08-31T10:12:22.000","","0","2700","in-house","parcel_centroid","2023-09-01T23:55:00.000","Castro/Upper Market","R-3","otc alterations permit","2023-08-31T13:08:38.000","8","2023-08-31T00:00:00.000","94114","1677301361653","N","26946","137","2 family dwelling","{""coordinates"":[-122.441725576,37.759454897],""type"":""Point""}","filed"
"2 family dwelling","2023-08-31T15:42:38.000","202308315750","R-3","2023-09-02T04:14:29.000","remodel kitchen in kind. replace 2 windows in litewell.","Y","25000","Green","2","St","029","2023-08-31T14:55:28.000","2023-08-31T15:42:38.000","0","0956","in-house","parcel_centroid","2023-09-01T23:55:00.000","Pacific Heights","R-3","otc alterations permit","2023-08-31T15:35:26.000","8","2023-08-31T00:00:00.000","94123","167737385337","N","25000","2875","2 family dwelling","{""coordinates"":[-122.446350362,37.794518305],""type"":""Point""}","issued"
"office","2023-08-31T09:56:40.000","202308315678","B,A-2,A-3","2023-09-02T04:14:29.000","fire alarm, new notifier nfs2-3030 addressable fire alarm system with emergency voice alarm system installed as part of tenant improvement renovation. emergency voice is req due to stairwell occupancy load. this ti is for whole building ref 202211216981","Y","","Battery","3","St","009","2023-08-31T09:56:40.000","","2","0173","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B,A-2,A-3","additions alterations or repairs","2023-09-01T15:30:18.000","3","2023-08-31T00:00:00.000","94111","167729661555","N","150000","600","office","{""coordinates"":[-122.400449687,37.79709918],""type"":""Point""}","filed"
"1 family dwelling","2023-08-31T10:34:13.000","202308315679","R-3","2023-09-02T04:14:29.000","replace windows on back of house","Y","6300","Head","11","St","009","2023-08-31T09:59:08.000","2023-08-31T10:34:13.000","0","7072","in-house","parcel_centroid","2023-09-01T23:55:00.000","Oceanview/Merced/Ingleside","R-3","otc alterations permit","2023-08-31T10:32:04.000","8","2023-08-31T00:00:00.000","94132","1677297220337","N","6300","551","1 family dwelling","{""coordinates"":[-122.464708501,37.71706621],""type"":""Point""}","issued"
"2 family dwelling","2023-08-31T11:10:38.000","202308315702","R-3","2023-09-02T04:14:29.000","provide new fire sprinkler system 13r and new underground fire service per nfpa 24","Y","35000","Kansas","10","St","013A","2023-08-31T11:10:38.000","","2","4074","in-house","parcel_centroid","2023-09-01T23:55:00.000","Potrero Hill","R-3","otc alterations permit","2023-08-31T12:47:42.000","8","2023-08-31T00:00:00.000","94107","1677320169701","N","35000","780","2 family dwelling","{""coordinates"":[-122.403354495,37.759858568],""type"":""Point""}","filed"
"1 family dwelling","2023-08-31T10:42:59.000","202308315689","R-3","2023-09-02T04:14:29.000","replace 9 windows at rear non street visible. extg vinyle new wood comp. no size change less then .30 max","Y","0","Vicente","4","St","014I","2023-08-31T10:42:59.000","","0","2429","in-house","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-31T10:45:00.000","8","2023-08-31T00:00:00.000","94116","1677307135686","N","30549","1724","1 family dwelling","{""coordinates"":[-122.485575193,37.739125356],""type"":""Point""}","filed"
"apartments","2023-08-31T11:00:27.000","202308315697","R-2","2023-09-02T04:14:29.000","as built f/s plan of ref permit 202112144409. adding copper pipe and propress fittings as an underground option.","Y","0","20th","9","St","047","2023-08-31T11:00:27.000","","2","3610","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","R-2","otc alterations permit","2023-08-31T12:24:47.000","8","2023-08-31T00:00:00.000","94110","16773151642","N","1","3441","apartments","{""coordinates"":[-122.417736004,37.758486968],""type"":""Point""}","filed"
"","2023-08-31T09:00:56.000","202308315651","","2023-09-02T04:14:29.000","install electric single faced wall sign   (wells fargo)","Y","5000","Battery","3","St","015","2023-08-31T07:48:42.000","2023-08-31T09:00:56.000","2","0237","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B","sign - erect","2023-08-31T08:54:17.000","4","2023-08-31T00:00:00.000","94111","1677266385532","N","5000","292","lending institution","{""coordinates"":[-122.399926701,37.794030396],""type"":""Point""}","issued"
"office","2023-08-31T12:35:54.000","202308315727","B,S-2,A-3","2023-09-02T04:14:29.000","temporary lateral support of excavation for construction by means of soldier beams. cement soil mix cut-off wall and tie back. temporary lateral support and permanent vertical support of existing bldg wall.","Y","","Kansas","6","St","004","2023-08-31T12:35:54.000","","2","3935","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","B,S-2,A-3","additions alterations or repairs","2023-09-01T11:48:19.000","3","2023-08-31T00:00:00.000","94103","1677348168087","N","1007775","200","office","{""coordinates"":[-122.404214459,37.766730531],""type"":""Point""}","filed"
"apartments","2023-08-31T13:14:19.000","202308315739","R-2","2023-09-02T04:14:29.000","convert existing 583 sqft space into an adu. renovate (e) space with (n) plumbing fixtures & cabinets (n) electrical to current code (n) led lighting (n) flooring, wall & ceiling finish (n) mini split hvac (n) tankless water heater (n) dbl. 30"" x 6'8"" sliding glass door. no site work. no change to e","Y","","38th","1","Av","038","2023-08-31T13:14:19.000","","1","1680","in-house","parcel_centroid","2023-09-01T23:55:00.000","Outer Richmond","R-3","additions alterations or repairs","2023-09-01T13:28:16.000","3","2023-08-31T00:00:00.000","94121","1677361109957","Y","145750","866","2 family dwelling","{""coordinates"":[-122.497831527,37.772578555],""type"":""Point""}","filed"
"apartments","2023-08-31T13:18:01.000","202308315728","R-2","2023-09-02T04:14:29.000","unit #403: mold repair in appartment, treat extg mold. removing sheet rock. replacing with new  sheetrock. taping and painting.","Y","15000","Geary","5","St","018","2023-08-31T12:40:58.000","2023-08-31T13:18:01.000","0","0317","in-house","parcel_centroid","2023-09-01T23:55:00.000","Tenderloin","R-2","otc alterations permit","2023-08-31T13:13:01.000","8","2023-08-31T00:00:00.000","94102","1677349233816","N","15000","565","apartments","{""coordinates"":[-122.412535436,37.786528528],""type"":""Point""}","issued"
"2 family dwelling","2023-08-30T18:52:30.000","202308305646","R-3","2023-09-02T04:14:29.000","re-roofing: remove and replace roofing material / existing roofing material (in-kind)","Y","28500","Castro","8","St","002","2023-08-30T18:51:38.000","2023-08-30T18:52:30.000","0","2612","website","parcel_centroid","2023-09-01T23:55:00.000","Castro/Upper Market","R-3","otc alterations permit","2023-08-30T18:51:40.000","8","2023-08-30T18:51:38.000","94114","1677262139285","N","28500","150","2 family dwelling","{""coordinates"":[-122.435886332,37.766392252],""type"":""Point""}","issued"
"office","2023-08-31T11:03:17.000","202308305644","B,M","2023-09-02T04:14:29.000","21/f: removal of non-structural partitions, light fixtures, millwork, plumbing fixtures, and finishes. new temp. lighting to provide code complaint lighting coverage throughouts per ab-017. exception to requirement for disabled access to vacant spaces suite to remain unoccupied.","Y","188000","Montgomery","3","St","001","2023-08-30T16:10:50.000","2023-08-31T11:03:17.000","2","0269","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B,M","otc alterations permit","2023-08-31T11:01:05.000","8","2023-08-30T16:10:50.000","94104","167726066177","N","188000","235","office","{""coordinates"":[-122.402843617,37.791402129],""type"":""Point""}","issued"
"2 family dwelling","2023-08-30T16:08:48.000","202308305643","R-3","2023-09-02T04:14:29.000","re-roofing: remove and replace roofing material / existing roofing material (in-kind)","Y","21520","38th","4","Av","035","2023-08-30T16:07:39.000","2023-08-30T16:08:48.000","0","2459","website","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-30T16:07:39.000","8","2023-08-30T16:07:39.000","94116","1677259137075","N","21520","2666","2 family dwelling","{""coordinates"":[-122.495374286,37.737196135],""type"":""Point""}","issued"
"2 family dwelling","2023-08-30T15:42:01.000","202308305637","R-3","2023-09-02T04:14:29.000","legalize 9 replacement windows on rear of bldg per dbi physical inspection # cc8584, item# 3.","Y","0","Grove","5","St","002H","2023-08-30T15:42:01.000","","2","1202","in-house","parcel_centroid","2023-09-01T23:55:00.000","Hayes Valley","R-3","otc alterations permit","2023-09-01T13:37:17.000","8","2023-08-30T15:42:01.000","94117","167725292245","N","1","1243","2 family dwelling","{""coordinates"":[-122.437016238,37.775733776],""type"":""Point""}","filed"
"2 family dwelling","2023-08-30T15:42:01.000","202308305637","R-3","2023-09-02T04:14:29.000","legalize 9 replacement windows on rear of bldg per dbi physical inspection # cc8584, item# 3.","","0","Grove","5","St","002H","2023-08-30T15:42:01.000","","2","1202","in-house","parcel_centroid","2023-09-01T23:55:00.000","Hayes Valley","R-3","otc alterations permit","2023-09-01T13:37:17.000","8","2023-08-30T15:42:01.000","94117","1677253469803","N","1","1245","2 family dwelling","{""coordinates"":[-122.437016238,37.775733776],""type"":""Point""}","filed"
"2 family dwelling","2023-08-30T14:07:29.000","202308305616","R-3","2023-09-02T04:14:29.000","re-roofing: remove and replace roofing material / existing roofing material (in-kind)","Y","18870","46th","4","Av","014","2023-08-30T14:05:47.000","2023-08-30T14:07:29.000","0","1897","website","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-30T14:05:47.000","8","2023-08-30T14:05:47.000","94122","1677228119361","N","18870","1655","2 family dwelling","{""coordinates"":[-122.505920919,37.755646112],""type"":""Point""}","issued"
"2 family dwelling","2023-08-30T13:42:38.000","202308305611","R-3","2023-09-02T04:14:29.000","re-roofing: remove and replace roofing material / existing roofing material (in-kind)","Y","17833","29th","4","Av","010A","2023-08-30T13:41:12.000","2023-08-30T13:42:38.000","0","1914","website","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-30T13:41:12.000","8","2023-08-30T13:41:12.000","94122","1677223120221","N","17833","1675","2 family dwelling","{""coordinates"":[-122.487678248,37.756109579],""type"":""Point""}","issued"
"food/beverage hndlng","2023-08-31T10:44:19.000","202308305579","B","2023-09-02T04:14:29.000","to comply with abe ord 51-16 program. abe #202304056650. replace door hardware, add kick plate, add power door operator with push bar at exterior. add electrical outlet near door (restaurant)","Y","3000","Diamond","8","St","025","2023-08-30T10:58:22.000","2023-08-31T10:44:19.000","2","6744","in-house","parcel_centroid","2023-09-01T23:55:00.000","Glen Park","B","otc alterations permit","2023-08-31T10:42:44.000","8","2023-08-30T10:58:21.000","94131","1677188352500","N","3000","2842","food/beverage hndlng","{""coordinates"":[-122.434244187,37.734058862],""type"":""Point""}","issued"
"apartments","2023-08-31T09:31:10.000","202308305575","R-2","2023-09-02T04:14:29.000","repair and replace insullation, drywall from fire and water damage, in kitchen, bathroom, and bedroom. reinstalling cabinets and appliances.","Y","78000","Buchanan","5","St","044","2023-08-30T10:48:05.000","2023-08-31T09:31:10.000","0","0819","in-house","parcel_centroid","2023-09-01T23:55:00.000","Hayes Valley","R-2","otc alterations permit","2023-08-31T09:27:39.000","8","2023-08-30T10:48:05.000","94102","1677185438217","N","78000","612","apartments","{""coordinates"":[-122.427546641,37.775578769],""type"":""Point""}","issued"
"2 family dwelling","2023-08-30T09:29:57.000","202308305561","R-3","2023-09-02T04:14:29.000","re-roofing: remove and replace roofing material / existing roofing material (in-kind)","Y","5500","Bright","11","St","017","2023-08-30T09:29:12.000","2023-08-30T09:29:57.000","0","6990","website","parcel_centroid","2023-09-01T23:55:00.000","Oceanview/Merced/Ingleside","R-3","otc alterations permit","2023-08-30T09:29:13.000","8","2023-08-30T09:29:12.000","94132","1677169216566","N","5500","525","2 family dwelling","{""coordinates"":[-122.463842891,37.72022185],""type"":""Point""}","issued"
"2 family dwelling","2023-08-30T09:18:29.000","202308305556","R-3","2023-09-02T04:14:29.000","re-roofing: remove and replace roofing material / existing roofing material (in-kind)","Y","9500","14th","7","Av","015","2023-08-30T09:13:52.000","2023-08-30T09:18:29.000","0","2204","website","parcel_centroid","2023-09-01T23:55:00.000","West of Twin Peaks","R-3","otc alterations permit","2023-08-30T09:13:52.000","8","2023-08-30T09:13:52.000","94116","1677165129883","N","9500","2178","2 family dwelling","{""coordinates"":[-122.470193,37.747453872],""type"":""Point""}","issued"
"1 family dwelling","2023-08-30T12:50:32.000","202308305603","R-3","2023-09-02T04:14:29.000","replace approximately 20 lineal feet of foundation supporting one elevated floor and one roof. work on the back story","Y","6500","Brentwood","7","Av","010","2023-08-30T12:50:32.000","","2","3054","in-house","parcel_centroid","2023-09-01T23:55:00.000","West of Twin Peaks","R-3","otc alterations permit","2023-08-30T13:44:41.000","8","2023-08-30T00:00:00.000","94127","1677212151087","N","6500","38","1 family dwelling","{""coordinates"":[-122.454366194,37.733628826],""type"":""Point""}","filed"
